epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,233.109,2.11835,3.92823,3.32012,2.34739,0.76935,0.05375,0.09261,0.04778,0.76015,0.04894,0.06163,0.02229,1.9792,5.0355,24.6017,2.55531,0.000133016,0.000133016,0.000133016
14,249.644,1.83951,3.71862,3.11223,2.09787,0.99593,0.07381,0.11081,0.06408,0.92379,0.02407,0.01555,0.00341,1.6327,4.54562,24.7308,2.13133,0.000132688,0.000132688,0.000132688
15,265.391,1.83319,3.8319,3.18792,2.11925,0.99593,0.07381,0.11081,0.06408,0.92379,0.02407,0.01555,0.00341,1.6327,4.54562,24.7308,2.13133,0.000130775,0.000130775,0.000130775
16,282.013,1.69784,3.99056,3.49336,2.0621,0.25643,0.18048,0.02563,0.00979,0.67746,0.11136,0.01264,0.00534,1.82994,4.20552,122.325,2.55452,0.000127277,0.000127277,0.000127277
17,297.839,1.7286,3.32253,3.31759,2.03649,0.25643,0.18048,0.02563,0.00979,0.67746,0.11136,0.01264,0.00534,1.82994,4.20552,122.325,2.55452,0.000122194,0.000122194,0.000122194
18,313.626,1.66231,3.4824,3.25521,2.06421,0.58753,0.15707,0.03793,0.01366,0.56851,0.0562,0.00518,0.00104,1.68822,5.37673,55.4737,2.18435,0.000115527,0.000115527,0.000115527
19,329.22,1.50218,3.05109,2.90042,1.94044,0.58753,0.15707,0.03793,0.01366,0.56851,0.0562,0.00518,0.00104,1.68822,5.37673,55.4737,2.18435,0.000107275,0.000107275,0.000107275
20,344.839,1.57844,3.10202,2.84397,1.98517,0.58753,0.15707,0.03793,0.01366,0.56851,0.0562,0.00518,0.00104,1.68822,5.37673,55.4737,2.18435,9.7438e-05,9.7438e-05,9.7438e-05
21,360.566,1.53586,3.12086,2.86617,1.95925,0.81751,0.1647,0.07744,0.03625,0.93377,0.03289,0.03013,0.00687,1.61063,4.77476,17.9904,2.07699,8.60163e-05,8.60163e-05,8.60163e-05
22,376.299,1.50548,2.63706,2.91594,1.84363,0.81751,0.1647,0.07744,0.03625,0.93377,0.03289,0.03013,0.00687,1.61063,4.77476,17.9904,2.07699,7.30098e-05,7.30098e-05,7.30098e-05
23,391.888,1.51502,2.70929,2.95186,1.86312,0.81751,0.1647,0.07744,0.03625,0.93377,0.03289,0.03013,0.00687,1.61063,4.77476,17.9904,2.07699,5.84185e-05,5.84185e-05,5.84185e-05
24,407.6,1.35671,2.68744,2.84707,1.85276,0.76833,0.15448,0.13533,0.07409,0.75776,0.1329,0.10337,0.03833,1.54233,3.86958,3.73225,1.99599,4.22424e-05,4.22424e-05,4.22424e-05
25,423.623,1.28403,2.8114,2.52515,1.71851,0.76833,0.15448,0.13533,0.07409,0.75776,0.1329,0.10337,0.03833,1.54233,3.86958,3.73225,1.99599,2.44816e-05,2.44816e-05,2.44816e-05
