epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,63.8686,2.54058,5.68178,4.8373,2.82421,0.1216,0.04479,0.01188,0.00344,0.10052,0.00182,0.00014,3e-05,2.84891,5.17995,16.4113,3.10151,0.00014007,0.00014007,0.00014007
2,92.2767,2.25527,4.22459,5.02329,2.52192,0.10024,0.00796,0.00012,2e-05,0,0,0,0,4.41173,117.225,inf,18.4432,0.000275452,0.000275452,0.000275452
3,119.949,2.0592,3.97925,3.34506,2.30907,0.21232,0.01174,0.00368,0.00083,0.20102,0.00036,0.00024,7e-05,3.0061,176.91,inf,14.0377,0.000399213,0.000399213,0.000399213
4,149.77,2.0682,3.7404,3.3054,2.35636,0.21232,0.01174,0.00368,0.00083,0.20102,0.00036,0.00024,7e-05,nan,nan,nan,nan,0.000511352,0.000511352,0.000511352
5,177.529,2.27316,3.69477,3.41352,2.58463,0.00261,0.10687,0.00141,0.00044,0.00114,0.00218,0.00057,8e-05,2.62885,10.6182,inf,4.6914,0.000561347,0.000561347,0.000561347
6,205.137,2.11937,3.49434,3.15044,2.45618,0.34321,0.1177,0.04118,0.01528,0.32672,0.07624,0.02073,0.00516,2.36064,6.61713,84.5409,3.66467,0.000534934,0.000534934,0.000534934
7,233.072,1.99077,3.3064,3.01068,2.36634,0.34691,0.08619,0.05775,0.0194,0.33852,0.05055,0.0302,0.0087,2.23224,4.71914,inf,3.07377,0.000508521,0.000508521,0.000508521
8,261.105,2.04966,3.17309,2.90716,2.33502,0.24837,0.06302,0.04765,0.02067,0.23483,0.03927,0.02418,0.00785,2.1102,4.60957,inf,2.81223,0.000482108,0.000482108,0.000482108
9,288.455,1.9745,3.30976,2.66728,2.29219,0.69586,0.12581,0.11303,0.05238,0.68323,0.11345,0.07224,0.0267,1.83315,3.46348,3.63454,2.4667,0.000455694,0.000455694,0.000455694
10,316.398,1.78918,3.02335,2.39581,2.15664,0.77811,0.10929,0.11043,0.05539,0.77364,0.09662,0.08301,0.03227,1.83621,3.51336,2.94621,2.45777,0.000429281,0.000429281,0.000429281
11,344.419,1.7547,3.03964,2.24172,2.0929,0.89808,0.11844,0.13252,0.06278,0.88986,0.10823,0.0974,0.04068,1.97689,3.13612,2.3374,2.45666,0.000402868,0.000402868,0.000402868
12,372.268,1.69176,2.89644,2.23889,2.07087,0.70134,0.10212,0.12557,0.06558,0.69114,0.08358,0.08458,0.03311,1.8873,3.06121,2.19848,2.47552,0.000376455,0.000376455,0.000376455
13,399.199,1.6635,2.87456,2.18237,2.04628,0.80938,0.10882,0.12742,0.06058,0.69427,0.09406,0.08762,0.0361,1.99596,3.07582,2.20762,2.54289,0.000350042,0.000350042,0.000350042
14,426.249,1.73551,2.6854,2.13272,2.05215,0.8213,0.13655,0.14765,0.0671,0.81101,0.12116,0.11052,0.04482,2.03677,3.01165,2.07274,2.57779,0.000323628,0.000323628,0.000323628
15,454.031,1.52846,2.57608,1.89054,1.91013,0.84944,0.14123,0.17206,0.08923,0.83642,0.11998,0.12445,0.05388,1.75676,3.13294,1.97204,2.32687,0.000297215,0.000297215,0.000297215
16,482.251,1.55467,2.80525,2.13938,2.06543,0.84354,0.14597,0.1686,0.08494,0.82733,0.12486,0.1283,0.06144,1.80021,3.01927,2.10535,2.28227,0.000270802,0.000270802,0.000270802
17,510.047,1.50233,2.66552,2.0543,1.96951,0.84781,0.14223,0.17698,0.09625,0.82782,0.11902,0.11716,0.05082,1.6654,2.90912,1.94171,2.22314,0.000244389,0.000244389,0.000244389
18,537.667,1.47215,2.69331,1.90252,1.99584,0.8528,0.16288,0.18235,0.10712,0.83703,0.14235,0.14197,0.07174,1.54871,2.83745,1.70894,2.12752,0.000217976,0.000217976,0.000217976
19,565.137,1.43815,2.6543,1.8784,1.919,0.86597,0.14575,0.17813,0.10412,0.8476,0.13036,0.13711,0.07081,1.5902,2.79776,1.71062,2.17232,0.000191562,0.000191562,0.000191562
20,591.88,1.38445,2.59048,1.74642,1.92229,0.85997,0.15626,0.17771,0.10303,0.84387,0.1423,0.13991,0.0719,1.61776,2.77581,1.72401,2.20299,0.000165149,0.000165149,0.000165149
21,618.665,1.40417,2.61305,1.79525,1.91158,0.9577,0.15505,0.1871,0.10862,0.94046,0.14071,0.14346,0.07426,1.51571,2.7877,1.75388,2.09481,0.000138736,0.000138736,0.000138736
22,645.936,1.40107,2.60801,1.78496,1.90802,0.97084,0.15683,0.2001,0.12409,0.95692,0.14191,0.16168,0.08101,1.45561,2.77408,1.6558,2.06084,0.000112323,0.000112323,0.000112323
23,673.006,1.31349,2.60763,1.71566,1.86344,0.97232,0.16257,0.20291,0.1232,0.95778,0.14582,0.15598,0.08232,1.45326,2.76793,1.64066,2.07253,8.59096e-05,8.59096e-05,8.59096e-05
24,700.096,1.24719,2.48955,1.6469,1.80846,0.97527,0.16254,0.20232,0.12408,0.95564,0.14509,0.15612,0.0856,1.44946,2.73728,1.58817,2.06626,5.94964e-05,5.94964e-05,5.94964e-05
25,727.303,1.21038,2.51494,1.64347,1.78055,0.97379,0.16504,0.20261,0.1261,0.95678,0.14808,0.15845,0.08704,1.43205,2.72533,1.57021,2.03647,3.30832e-05,3.30832e-05,3.30832e-05
