epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,64.2875,2.13245,4.48854,3.70803,2.35835,0.56452,0.04695,0.01147,0.00532,0.00246,0.12242,0.00219,0.00075,1.80425,3.84373,55.6959,2.3642,0.000218363,0.000218363,0.000218363
2,135.017,1.8444,3.45715,2.80878,2.05229,0.11374,0.00521,0.00103,0.00046,0.11131,0.0004,7e-05,1e-05,2.74193,8.5145,inf,3.01405,0.000423245,0.000423245,0.000423245
3,183.887,1.94839,3.39568,2.80186,2.09251,0.59116,0.15871,0.05905,0.01998,0.57437,0.08691,0.0375,0.00982,2.10691,3.90087,31.5898,2.66937,0.000610518,0.000610518,0.000610518
4,232.987,1.79996,3.26843,2.66911,2.0439,0.80413,0.14409,0.15682,0.08947,0.79638,0.13749,0.14159,0.06061,1.54011,2.72788,2.50995,1.95127,0.00058776,0.00058776,0.00058776
5,281.654,1.72522,3.07553,2.30024,1.9175,0.91824,0.13224,0.15716,0.0888,0.92144,0.14017,0.16274,0.0838,1.47987,2.55575,1.9187,1.88033,0.000561347,0.000561347,0.000561347
6,330.105,1.72101,3.05869,2.20643,1.94116,0.9145,0.11923,0.13149,0.06324,0.92946,0.12028,0.13899,0.06524,1.80904,2.77233,1.97691,2.21883,0.000534934,0.000534934,0.000534934
7,377.975,1.61467,2.92913,2.06414,1.8287,0.95997,0.18636,0.19838,0.11977,0.95996,0.18678,0.19379,0.10767,1.40146,2.44931,1.4851,1.76009,0.000508521,0.000508521,0.000508521
8,426.753,1.61306,2.98297,2.07989,1.85112,0.97002,0.19808,0.20382,0.13225,0.97527,0.19619,0.20365,0.09477,1.28099,2.55592,1.30188,1.67554,0.000482108,0.000482108,0.000482108
9,475.394,1.57939,2.80967,1.92154,1.81584,0.93693,0.19176,0.16687,0.11303,0.93526,0.19097,0.16405,0.10142,1.30492,2.32111,1.52699,1.6398,0.000455694,0.000455694,0.000455694
10,523.471,1.478,2.83365,1.90546,1.75675,0.86219,0.18663,0.09771,0.06094,0.86229,0.18573,0.09559,0.05745,1.30287,2.38488,1.93397,1.65243,0.000429281,0.000429281,0.000429281
11,571.274,1.47611,2.70535,1.83315,1.77245,0.97726,0.2021,0.21274,0.14356,0.9762,0.20091,0.2097,0.12394,1.18035,2.26882,1.15407,1.57118,0.000402868,0.000402868,0.000402868
12,619.541,1.42014,2.78797,1.7672,1.71257,0.98566,0.20773,0.21877,0.15096,0.98367,0.20841,0.21388,0.13299,1.19251,2.25439,1.09049,1.55347,0.000376455,0.000376455,0.000376455
13,667.932,1.41779,2.82816,1.7404,1.69018,0.97318,0.20411,0.21838,0.14345,0.97049,0.20171,0.20956,0.11382,1.26474,2.39694,1.21825,1.65939,0.000350042,0.000350042,0.000350042
14,715.438,1.40934,2.66268,1.73038,1.70568,0.98735,0.21212,0.21876,0.15236,0.98389,0.20892,0.21325,0.12848,1.21161,2.29328,1.13112,1.57106,0.000323628,0.000323628,0.000323628
15,763.278,1.39807,2.62682,1.72912,1.70592,0.98224,0.20288,0.21451,0.1447,0.97832,0.20909,0.21413,0.14257,1.19019,2.13708,1.15117,1.56464,0.000297215,0.000297215,0.000297215
16,812.33,1.31692,2.74335,1.67246,1.75592,0.99082,0.21673,0.22236,0.15653,0.98828,0.21428,0.2158,0.12945,1.15943,2.24337,1.07744,1.55358,0.000270802,0.000270802,0.000270802
17,860.165,1.33721,2.66644,1.64742,1.74534,0.99121,0.21337,0.22957,0.16188,0.98772,0.21137,0.21614,0.13522,1.07532,2.1907,0.97278,1.47339,0.000244389,0.000244389,0.000244389
18,908.158,1.25701,2.65461,1.56562,1.69799,0.99235,0.21382,0.24981,0.1586,0.99082,0.21265,0.24533,0.13832,1.11112,2.18914,0.99896,1.55998,0.000217976,0.000217976,0.000217976
19,956.1,1.27607,2.60771,1.53932,1.72411,0.99463,0.21216,0.22444,0.15987,0.99353,0.21457,0.21982,0.14598,1.08063,2.10146,0.97209,1.48214,0.000191562,0.000191562,0.000191562
20,1004.04,1.19263,2.60297,1.49986,1.65599,0.99243,0.2157,0.22387,0.16202,0.99177,0.21378,0.21824,0.14168,1.06746,2.15227,0.92843,1.50628,0.000165149,0.000165149,0.000165149
21,1051.3,1.16368,2.57961,1.44215,1.63587,0.99443,0.21772,0.22546,0.16911,0.99296,0.21817,0.22088,0.15135,0.9903,2.10061,0.84592,1.42216,0.000138736,0.000138736,0.000138736
22,1099.04,1.10482,2.50577,1.36533,1.54764,0.99588,0.219,0.23694,0.16852,0.99268,0.21592,0.2305,0.14361,1.01423,2.15432,0.85914,1.45319,0.000112323,0.000112323,0.000112323
23,1146.23,1.12366,2.54332,1.35894,1.57734,0.99506,0.2182,0.22763,0.16996,0.99487,0.21693,0.21899,0.15003,0.98994,2.13435,0.85917,1.44686,8.59096e-05,8.59096e-05,8.59096e-05
24,1193.56,1.08795,2.47082,1.33112,1.56152,0.99628,0.21498,0.22522,0.16893,0.99502,0.2166,0.21868,0.14949,0.99084,2.08967,0.84021,1.4454,5.94964e-05,5.94964e-05,5.94964e-05
25,1240.78,1.07097,2.46236,1.30117,1.53813,0.99488,0.21641,0.2251,0.17139,0.99373,0.2173,0.21847,0.14975,0.96416,2.07144,0.8213,1.41968,3.30832e-05,3.30832e-05,3.30832e-05
