epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.0116,2.9337,5.58303,5.06998,3.08723,8e-05,0.02566,7e-05,1e-05,0,0,0,0,3.06107,5.20937,4.59562,3.47203,1.334e-05,1.334e-05,1.334e-05
2,63.9782,2.67347,6.16144,4.92596,2.91268,8e-05,0.02566,7e-05,2e-05,0,0,0,0,3.03148,5.16917,4.60067,3.45389,3.20293e-05,3.20293e-05,3.20293e-05
3,78.5102,2.86684,5.65497,4.8877,2.95103,9e-05,0.0301,7e-05,2e-05,1e-05,0.00855,1e-05,0,3.00764,5.15122,4.59434,3.43996,4.91339e-05,4.91339e-05,4.91339e-05
4,92.8153,2.36744,5.32882,4.96273,2.72674,0.0001,0.03717,9e-05,2e-05,1e-05,0.00855,1e-05,0,2.99595,5.13417,4.59162,3.42952,6.46536e-05,6.46536e-05,6.46536e-05
5,107.007,2.66331,5.74831,4.89763,2.9796,0.0001,0.03717,9e-05,2e-05,1e-05,0.00855,1e-05,0,2.98895,5.12023,4.58808,3.42703,7.85886e-05,7.85886e-05,7.85886e-05
6,121.034,2.40538,5.50765,4.8512,2.69764,0.00294,0.03717,0.00153,0.00017,1e-05,0.00855,1e-05,0,2.97947,5.10688,4.58521,3.4228,9.09388e-05,9.09388e-05,9.09388e-05
7,135.33,2.59262,5.54249,4.93352,2.77413,0.00268,0.03757,0.00139,0.00016,3e-05,0.02244,2e-05,0,2.96909,5.09797,4.58993,3.41517,0.000101704,0.000101704,0.000101704
8,149.817,2.06956,4.73537,4.06398,2.34447,0.92212,0.03321,0.0217,0.00977,0.44473,0.00401,0.00018,5e-05,2.26724,5.44561,3.65897,2.62093,0.000110885,0.000110885,0.000110885
9,166.002,2.38023,4.39593,4.27467,2.43047,0.91408,0.06458,0.02327,0.00777,0.90031,0.02928,0.0068,0.00156,2.35685,4.46776,22.5636,2.72203,0.000118481,0.000118481,0.000118481
10,182.667,2.02267,3.78706,4.88147,2.30403,0.81235,0.00564,0.0145,0.00316,0.00104,0.05945,0.00084,0.00029,2.15218,4.15053,61.3446,2.47333,0.000124492,0.000124492,0.000124492
11,198.71,2.19285,3.74307,3.95732,2.27791,0.81235,0.00564,0.0145,0.00316,0.00104,0.05945,0.00084,0.00029,2.15218,4.15053,61.3446,2.47333,0.000128918,0.000128918,0.000128918
12,214.368,2.25747,3.26257,3.96415,2.42435,0.61725,0.06338,0.06842,0.04934,0.61491,0.06097,0.065,0.03521,1.57809,4.11633,7.61736,2.09152,0.000131759,0.000131759,0.000131759
13,230.822,1.92514,3.44997,3.26596,2.17693,0.61725,0.06338,0.06842,0.04934,0.61491,0.06097,0.065,0.03521,1.57809,4.11633,7.61736,2.09152,0.000133016,0.000133016,0.000133016
14,246.926,1.73197,3.09657,3.54992,1.98788,0.95354,0.06699,0.05435,0.03533,0.93806,0.05094,0.03157,0.01142,1.47072,3.80126,19.5951,2.07995,0.000132688,0.000132688,0.000132688
15,262.595,1.84629,3.33736,5.44587,2.06294,0.95354,0.06699,0.05435,0.03533,0.93806,0.05094,0.03157,0.01142,1.47072,3.80126,19.5951,2.07995,0.000130775,0.000130775,0.000130775
16,278.831,1.44519,3.12442,5.62523,1.91567,0.78296,0.04252,0.00911,0.00346,0.00172,0.14991,0.00291,0.00073,2.00416,5.00031,39.4705,2.69306,0.000127277,0.000127277,0.000127277
17,294.577,1.51273,3.08401,3.26161,1.99127,0.78296,0.04252,0.00911,0.00346,0.00172,0.14991,0.00291,0.00073,2.00416,5.00031,39.4705,2.69306,0.000122194,0.000122194,0.000122194
18,310.172,1.528,3.05282,3.3515,2.00561,0.81282,0.09146,0.06483,0.02727,0.25874,0.05465,0.01688,0.00266,1.55877,10.0254,25.6872,2.04485,0.000115527,0.000115527,0.000115527
19,325.639,1.55061,3.01118,2.9871,2.03634,0.81282,0.09146,0.06483,0.02727,0.25874,0.05465,0.01688,0.00266,1.55877,10.0254,25.6872,2.04485,0.000107275,0.000107275,0.000107275
