epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,57.6749,2.27175,4.81925,4.15132,2.54394,0.0351,0.30641,0.04336,0.01888,0.0221,0.15388,0.01985,0.00578,2.15403,4.309,26.5307,2.56934,0.000217393,0.000217393,0.000217393
2,99.9178,1.77448,3.26894,2.91535,2.0541,0.00589,0.18773,0.00989,0.00371,0.10315,0.04494,0.00248,0.00077,2.18611,5.23823,inf,3.24863,0.000422313,0.000422313,0.000422313
3,141.384,1.79516,3.22701,2.62689,2.09146,0.00318,0.24619,0.0026,0.00095,0.00258,0.20899,0.00203,0.00068,2.33153,12.816,inf,6.00958,0.000609624,0.000609624,0.000609624
4,182.645,1.81536,3.15489,2.52845,2.09505,0.7659,0.04618,0.08079,0.02208,0.75752,0.03964,0.06656,0.0201,2.51249,3.96368,4.58614,3.552,0.00058776,0.00058776,0.00058776
5,224.587,1.84257,2.99383,2.46056,2.12176,0.37378,0.11042,0.07231,0.02859,0.36814,0.08315,0.05392,0.01662,2.01205,4.18484,3.6722,2.56529,0.000561347,0.000561347,0.000561347
6,266.313,1.70888,2.88163,2.19875,2.00295,0.80116,0.14641,0.16852,0.08253,0.7943,0.12709,0.11906,0.04858,1.6879,3.02176,2.48439,2.20822,0.000534934,0.000534934,0.000534934
7,307.738,1.70525,2.84231,2.10577,2.00078,0.94308,0.14955,0.18011,0.08791,0.92855,0.13209,0.12399,0.05471,1.73791,2.96153,1.90283,2.28327,0.000508521,0.000508521,0.000508521
8,349.463,1.59722,2.84021,1.96239,1.92772,0.95202,0.12882,0.17471,0.09498,0.93298,0.11863,0.12967,0.06279,1.62199,2.7989,1.98606,2.15436,0.000482108,0.000482108,0.000482108
9,391.167,1.56446,2.70006,1.92237,1.87187,0.95928,0.1601,0.18517,0.09162,0.94648,0.14569,0.14939,0.0742,1.74144,2.72317,1.90091,2.24755,0.000455694,0.000455694,0.000455694
10,432.635,1.45882,2.67183,1.8095,1.80985,0.96093,0.16027,0.20126,0.11654,0.9388,0.13975,0.14496,0.07484,1.44884,2.80666,1.78382,2.00295,0.000429281,0.000429281,0.000429281
11,474.034,1.48471,2.64035,1.71275,1.82515,0.95589,0.16112,0.19872,0.11737,0.93682,0.14474,0.14271,0.0729,1.44628,2.76163,1.61734,1.98636,0.000402868,0.000402868,0.000402868
12,514.878,1.5089,2.60291,1.76195,1.83543,0.97064,0.17717,0.22119,0.12396,0.95212,0.15243,0.15627,0.07516,1.45233,2.72137,1.55032,1.99445,0.000376455,0.000376455,0.000376455
13,556.265,1.45384,2.62501,1.73489,1.76971,0.96524,0.17243,0.22622,0.12187,0.94378,0.15497,0.16154,0.08564,1.53049,2.67175,1.5989,2.05826,0.000350042,0.000350042,0.000350042
14,597.787,1.46178,2.49646,1.62979,1.78949,0.98432,0.18463,0.21949,0.13578,0.96262,0.1624,0.16242,0.08906,1.34903,2.62543,1.42381,1.92443,0.000323628,0.000323628,0.000323628
15,639.437,1.37315,2.59606,1.59569,1.73927,0.92437,0.20873,0.23839,0.14084,0.87773,0.16895,0.15899,0.08664,1.39815,2.64756,1.47873,1.94245,0.000297215,0.000297215,0.000297215
16,681.15,1.37223,2.54832,1.64633,1.86677,0.92071,0.19447,0.24906,0.14414,0.86207,0.14347,0.16164,0.08666,1.43217,2.62871,1.55161,1.93628,0.000270802,0.000270802,0.000270802
17,722.311,1.27179,2.51421,1.51825,1.80448,0.61129,0.22882,0.24124,0.14532,0.89931,0.16801,0.16919,0.09516,1.316,2.58096,1.3928,1.85876,0.000244389,0.000244389,0.000244389
18,763.214,1.27106,2.51317,1.4708,1.7564,0.91875,0.19677,0.2359,0.14238,0.87545,0.16361,0.15908,0.0866,1.35504,2.58998,1.4737,1.86895,0.000217976,0.000217976,0.000217976
19,803.525,1.22741,2.48023,1.43474,1.74064,0.83746,0.23897,0.26124,0.16133,0.89296,0.17687,0.17325,0.09882,1.25914,2.54906,1.3651,1.79736,0.000191562,0.000191562,0.000191562
20,844.399,1.17811,2.40559,1.34563,1.6594,0.86217,0.22982,0.25053,0.15736,0.80134,0.17366,0.16988,0.09737,1.26646,2.56855,1.32165,1.80168,0.000165149,0.000165149,0.000165149
21,884.693,1.13793,2.40095,1.34669,1.63963,0.83071,0.23992,0.25382,0.16022,0.87669,0.17656,0.16632,0.09373,1.21887,2.49442,1.30801,1.77651,0.000138736,0.000138736,0.000138736
22,924.968,1.12971,2.35542,1.31185,1.62022,0.8494,0.23281,0.25001,0.16022,0.88926,0.16937,0.16494,0.09432,1.20267,2.56475,1.27234,1.76198,0.000112323,0.000112323,0.000112323
23,965.208,1.07467,2.31712,1.27055,1.59652,0.86534,0.23371,0.2584,0.16611,0.87537,0.17428,0.17114,0.09833,1.19716,2.53834,1.25746,1.76069,8.59096e-05,8.59096e-05,8.59096e-05
24,1005.93,1.08366,2.34089,1.23221,1.62879,0.91348,0.22968,0.25837,0.16975,0.89149,0.17183,0.17473,0.10087,1.17325,2.50015,1.22811,1.72601,5.94964e-05,5.94964e-05,5.94964e-05
25,1046.68,1.0377,2.26526,1.20284,1.54873,0.86481,0.23447,0.26143,0.17197,0.89766,0.17358,0.17934,0.10433,1.17238,2.46948,1.21633,1.72485,3.30832e-05,3.30832e-05,3.30832e-05
