epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,28.8637,2.9425,5.73906,4.71704,3.14177,0.00337,0.06732,0.00283,0.0006,0.0001,0.01339,0.00012,3e-05,3.05871,5.24283,4.28879,3.47829,1.334e-05,1.334e-05,1.334e-05
2,63.718,2.72266,6.48358,4.58509,2.92795,0.00339,0.07136,0.00296,0.0006,0.0001,0.01339,0.00013,3e-05,3.03215,5.1939,4.29363,3.45912,3.20293e-05,3.20293e-05,3.20293e-05
3,78.3678,2.83777,5.63592,4.708,2.92616,0.00323,0.06975,0.0028,0.00059,0.00022,0.01419,0.00017,6e-05,3.01205,5.16157,4.30306,3.44393,4.91339e-05,4.91339e-05,4.91339e-05
4,92.7041,2.27554,5.4529,4.71294,2.66149,0.00321,0.06935,0.00274,0.00064,0.00034,0.015,0.00024,9e-05,2.99589,5.13871,4.30971,3.42971,6.46536e-05,6.46536e-05,6.46536e-05
5,107.052,2.63564,5.89228,4.71244,2.9719,0.00344,0.07096,0.00308,0.00071,0.00041,0.02929,0.00028,9e-05,2.99043,5.12614,4.31802,3.43004,7.85886e-05,7.85886e-05,7.85886e-05
6,121.156,2.37298,5.53395,4.50936,2.67626,0.00335,0.06531,0.00298,0.00068,0.00052,0.02564,0.00034,0.0001,2.97537,5.11617,4.32634,3.42395,9.09388e-05,9.09388e-05,9.09388e-05
7,135.157,2.61309,5.50674,4.73145,2.77373,0.00373,0.07055,0.00358,0.00081,0.00054,0.01176,0.00034,8e-05,2.96433,5.11308,4.33292,3.41872,0.000101704,0.000101704,0.000101704
8,149.923,2.14245,4.51683,3.89404,2.35836,0.93031,0.05576,0.04408,0.01506,0.89278,0.01123,0.00122,0.00041,2.24383,5.18066,4.32721,2.64615,0.000110885,0.000110885,0.000110885
9,165.902,2.32979,4.27214,3.79704,2.42218,0.911,0.06338,0.02167,0.00628,0.8998,0.03129,0.00671,0.00142,2.25657,4.80131,33.7014,2.64273,0.000118481,0.000118481,0.000118481
10,181.614,2.16368,3.8342,4.21241,2.34246,0.83107,0.06659,0.04141,0.01622,0.79773,0.0353,0.01389,0.00574,2.00948,4.60727,35.0757,2.50498,0.000124492,0.000124492,0.000124492
