                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                  1.718,                 3.8474,                 3.6243,                 2.1005,                0.51606,                0.08995,                0.01226,                0.00361,                0.50592,                0.03087,                0.00287,                0.00087,                 2.5298,                 3.9053,                    inf,                 3.3083,             0.00012892,             0.00012892,             0.00012892
                     12,                 1.5035,                 3.2646,                 3.2016,                 1.9023,                0.87093,                0.07705,                0.05847,                0.02242,                 0.8481,                0.02032,                0.02539,                0.00654,                 1.8937,                 4.7482,                 37.493,                 2.5928,             0.00013176,             0.00013176,             0.00013176
                     13,                 1.5264,                 3.5025,                  4.577,                 2.0912,                0.87093,                0.07705,                0.05847,                0.02242,                 0.8481,                0.02032,                0.02539,                0.00654,                 1.8937,                 4.7482,                 37.493,                 2.5928,             0.00013302,             0.00013302,             0.00013302
                     14,                 1.5746,                 3.1288,                 3.8428,                 1.9108,                0.53675,                0.08688,                0.01674,                0.00801,                0.53097,                0.05867,                 0.0119,                0.00401,                 2.0988,                 4.0197,                 5.8399,                 2.6386,             0.00013269,             0.00013269,             0.00013269
                     15,                 1.1605,                  2.757,                  2.765,                 1.5668,                0.53675,                0.08688,                0.01674,                0.00801,                0.53097,                0.05867,                 0.0119,                0.00401,                 2.0988,                 4.0197,                 5.8399,                 2.6386,             0.00013077,             0.00013077,             0.00013077
                     16,                 1.3454,                 2.4226,                 2.7589,                 1.8381,                0.57883,                0.11921,                0.08143,                0.02951,                0.55178,                0.05698,                0.04093,                0.01251,                  2.198,                 5.9818,                 8.4803,                 3.2343,             0.00012728,             0.00012728,             0.00012728
                     17,                 1.3074,                  2.724,                 2.3798,                  1.828,                0.57883,                0.11921,                0.08143,                0.02951,                0.55178,                0.05698,                0.04093,                0.01251,                  2.198,                 5.9818,                 8.4803,                 3.2343,             0.00012219,             0.00012219,             0.00012219
                     18,                 1.3628,                 2.4039,                 2.3734,                 1.9189,                0.73235,                0.13242,                0.11795,                0.06314,                0.71476,                0.11171,                0.08681,                0.03452,                 1.9565,                 3.8808,                 2.8934,                 2.6497,             0.00011553,             0.00011553,             0.00011553
                     19,                 1.3578,                 2.8199,                 2.1567,                 1.9716,                0.73235,                0.13242,                0.11795,                0.06314,                0.71476,                0.11171,                0.08681,                0.03452,                 1.9565,                 3.8808,                 2.8934,                 2.6497,             0.00010727,             0.00010727,             0.00010727
                     20,                  1.622,                  2.709,                 2.7967,                 2.1986,                0.73235,                0.13242,                0.11795,                0.06314,                0.71476,                0.11171,                0.08681,                0.03452,                 1.9565,                 3.8808,                 2.8934,                 2.6497,             9.7438e-05,             9.7438e-05,             9.7438e-05
                     21,                 1.6482,                 3.0313,                  2.624,                 2.1666,                0.76316,                 0.1521,                0.16696,                0.08644,                0.73621,                0.13452,                0.11489,                0.04411,                 1.6505,                 3.6265,                 2.9378,                 2.3656,             8.6016e-05,             8.6016e-05,             8.6016e-05
                     22,                 1.4176,                    2.3,                 1.8546,                 2.1282,                0.76316,                 0.1521,                0.16696,                0.08644,                0.73621,                0.13452,                0.11489,                0.04411,                 1.6505,                 3.6265,                 2.9378,                 2.3656,              7.301e-05,              7.301e-05,              7.301e-05
                     23,                 1.0844,                  2.382,                 1.8239,                  1.689,                0.76316,                 0.1521,                0.16696,                0.08644,                0.73621,                0.13452,                0.11489,                0.04411,                 1.6505,                 3.6265,                 2.9378,                 2.3656,             5.8419e-05,             5.8419e-05,             5.8419e-05
                     24,                 1.1192,                 2.3611,                  1.713,                 1.6669,                0.76221,                0.17515,                0.17635,                0.09593,                0.74712,                0.13711,                0.13223,                0.05543,                 1.5314,                 3.3282,                 2.2286,                 2.2052,             4.2242e-05,             4.2242e-05,             4.2242e-05
                     25,                 1.1855,                 2.3216,                 1.8969,                 1.7445,                0.76221,                0.17515,                0.17635,                0.09593,                0.74712,                0.13711,                0.13223,                0.05543,                 1.5314,                 3.3282,                 2.2286,                 2.2052,             2.4482e-05,             2.4482e-05,             2.4482e-05
