epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,50.1459,2.5345,5.95877,4.69158,2.82983,0.11891,0.04855,0.00367,0.00075,2e-05,0.00121,1e-05,0,2.89458,5.95013,62.3797,3.34636,0.00018009,0.00018009,0.00018009
2,107.814,2.14919,4.17492,4.05039,2.41285,0.00265,0.09262,0.00216,0.00064,9e-05,0.00251,5e-05,1e-05,nan,nan,nan,nan,0.000352323,0.000352323,0.000352323
3,148.816,2.21397,4.43127,3.57462,2.42374,2e-05,0.0008,1e-05,0,0,0,0,0,nan,nan,nan,nan,0.000509764,0.000509764,0.000509764
4,179.776,2.20376,3.98455,3.53176,2.40001,0.00365,0.01047,0.00259,0.0008,0.00403,0.00682,0.00216,0.00051,3.32989,10.1838,inf,4.70199,0.00058776,0.00058776,0.00058776
5,211.537,2.14054,3.89165,3.49138,2.39499,0.22757,0.00967,0.00096,0.00027,0.22951,0.00452,0.00095,0.00017,3.15303,6.34382,inf,3.74331,0.000561347,0.000561347,0.000561347
6,242.537,2.04411,3.84381,3.2897,2.35907,0.33526,0.0867,0.00118,0.00044,0.33553,0.08069,0.00112,0.00032,2.49898,4.66544,182.819,3.08194,0.000534934,0.000534934,0.000534934
7,273.976,2.02213,3.58562,3.20551,2.33042,0,0.0004,0,0,0,0.0004,0,0,3.41197,7.75123,inf,3.72768,0.000508521,0.000508521,0.000508521
8,304.907,1.94008,3.39944,3.07227,2.22555,0.46496,0.09433,0.01525,0.00577,0.46938,0.09274,0.01627,0.00512,1.96538,3.11804,3.24675,2.54258,0.000482108,0.000482108,0.000482108
9,336.322,1.8633,3.31826,2.89761,2.15896,0.63309,0.06137,0.10259,0.05164,0.63314,0.06057,0.10136,0.04321,1.75188,2.85876,3.42289,2.20895,0.000455694,0.000455694,0.000455694
10,367.72,1.82495,3.26385,2.74792,2.10077,0.74419,0.07581,0.1039,0.05167,0.73299,0.06699,0.10258,0.03364,1.78468,2.71971,2.40332,2.15443,0.000429281,0.000429281,0.000429281
11,398.188,1.77727,3.20351,2.61744,2.08463,0.74808,0.1423,0.1011,0.0581,0.74795,0.15822,0.09691,0.04349,1.67133,2.6248,2.39575,2.07442,0.000402868,0.000402868,0.000402868
12,429.384,1.70785,3.06921,2.49044,1.99404,0.7658,0.09439,0.09699,0.04609,0.78199,0.10767,0.11032,0.05026,2.0495,2.58963,2.16742,2.50525,0.000376455,0.000376455,0.000376455
13,460.176,1.68816,3.05489,2.37213,1.96864,0.79845,0.15102,0.13737,0.08329,0.79872,0.15227,0.14135,0.07315,1.53119,2.57883,1.7649,1.93733,0.000350042,0.000350042,0.000350042
14,491.451,1.66718,2.99227,2.37138,1.97932,0.81548,0.1699,0.16038,0.09756,0.82374,0.1683,0.16365,0.09215,1.45112,2.45169,1.61679,1.88818,0.000323628,0.000323628,0.000323628
15,522.683,1.62803,2.9999,2.37753,1.96996,0.81409,0.15865,0.15255,0.09333,0.81883,0.16012,0.15531,0.09096,1.41244,2.38541,1.69163,1.85972,0.000297215,0.000297215,0.000297215
16,554.12,1.59519,2.97163,2.40369,2.01113,0.81882,0.17443,0.1638,0.09751,0.81977,0.17159,0.16405,0.09529,1.45823,2.31111,1.73229,1.87167,0.000270802,0.000270802,0.000270802
17,585.481,1.56781,2.9234,2.25108,1.98049,0.82789,0.16631,0.16914,0.1011,0.83113,0.16655,0.17018,0.09931,1.47789,2.31233,1.7462,1.88122,0.000244389,0.000244389,0.000244389
18,616.49,1.57335,2.90799,2.19648,2.01189,0.82181,0.18118,0.16079,0.10237,0.82524,0.1824,0.1643,0.09631,1.4235,2.32381,1.53518,1.84679,0.000217976,0.000217976,0.000217976
19,646.78,1.49085,2.83172,2.09499,1.92279,0.81444,0.19085,0.1633,0.10204,0.81668,0.18362,0.16268,0.09502,1.40581,2.34964,1.56487,1.82804,0.000191562,0.000191562,0.000191562
20,676.959,1.49439,2.87905,2.06621,1.9083,0.81898,0.18758,0.17022,0.10653,0.81925,0.18842,0.16727,0.0958,1.43336,2.40773,1.56488,1.8626,0.000165149,0.000165149,0.000165149
21,707.946,1.48294,2.81118,2.02255,1.90918,0.83534,0.19243,0.18674,0.12421,0.8342,0.19083,0.17838,0.11244,1.26987,2.27592,1.36114,1.69675,0.000138736,0.000138736,0.000138736
22,738.806,1.39793,2.76014,1.96447,1.85982,0.94013,0.19376,0.18052,0.11587,0.94462,0.19487,0.17926,0.1092,1.3557,2.23719,1.38601,1.78134,0.000112323,0.000112323,0.000112323
23,769.019,1.42652,2.75327,1.96887,1.8734,0.94485,0.19682,0.1835,0.118,0.94506,0.19794,0.18071,0.10998,1.3431,2.20778,1.3398,1.78792,8.59096e-05,8.59096e-05,8.59096e-05
24,799.175,1.41479,2.83446,1.93286,1.85642,0.94505,0.19646,0.18577,0.12409,0.94565,0.19687,0.18322,0.11346,1.24413,2.19499,1.30601,1.68688,5.94964e-05,5.94964e-05,5.94964e-05
25,829.855,1.36071,2.74176,1.92175,1.82423,0.94674,0.19928,0.18876,0.12659,0.94742,0.19856,0.1859,0.11657,1.21999,2.17043,1.28559,1.65704,3.30832e-05,3.30832e-05,3.30832e-05
