epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,255.844,1.79965,3.60937,4.10748,2.13722,0.56112,0.08544,0.00768,0.00323,0.33952,0.0963,0.00425,0.00169,1.99646,4.87595,56.7736,2.45802,0.000127277,0.000127277,0.000127277
17,271.849,1.67313,3.28766,3.7973,1.98498,0.56112,0.08544,0.00768,0.00323,0.33952,0.0963,0.00425,0.00169,1.99646,4.87595,56.7736,2.45802,0.000122194,0.000122194,0.000122194
18,287.515,1.72552,3.34505,3.57378,2.15968,0.22815,0.14074,0.00905,0.00429,0.67306,0.09433,0.00761,0.00165,1.60198,4.68733,94.2441,2.40083,0.000115527,0.000115527,0.000115527
19,303.221,1.56327,3.13336,3.25233,2.05708,0.22815,0.14074,0.00905,0.00429,0.67306,0.09433,0.00761,0.00165,1.60198,4.68733,94.2441,2.40083,0.000107275,0.000107275,0.000107275
20,318.686,1.44691,2.91484,3.1233,1.9777,0.22815,0.14074,0.00905,0.00429,0.67306,0.09433,0.00761,0.00165,1.60198,4.68733,94.2441,2.40083,9.7438e-05,9.7438e-05,9.7438e-05
21,334.301,1.34249,2.82627,2.91258,1.84772,0.29528,0.17548,0.04551,0.01691,0.29841,0.16307,0.03975,0.01117,1.5091,3.59444,30.7746,2.15459,8.60163e-05,8.60163e-05,8.60163e-05
22,349.676,1.28796,2.63542,2.51462,1.69715,0.29528,0.17548,0.04551,0.01691,0.29841,0.16307,0.03975,0.01117,1.5091,3.59444,30.7746,2.15459,7.30098e-05,7.30098e-05,7.30098e-05
23,365.187,1.20851,2.80337,2.62536,1.75094,0.29528,0.17548,0.04551,0.01691,0.29841,0.16307,0.03975,0.01117,1.5091,3.59444,30.7746,2.15459,5.84185e-05,5.84185e-05,5.84185e-05
24,380.687,1.16918,2.69075,2.59016,1.81403,0.51394,0.15983,0.09021,0.04513,0.63668,0.15301,0.08665,0.03115,1.48652,3.24949,4.75707,2.04892,4.22424e-05,4.22424e-05,4.22424e-05
25,396.608,1.30883,2.51934,2.27305,1.80903,0.51394,0.15983,0.09021,0.04513,0.63668,0.15301,0.08665,0.03115,1.48652,3.24949,4.75707,2.04892,2.44816e-05,2.44816e-05,2.44816e-05
