epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,49.3257,2.55966,5.9328,4.53502,2.84834,0.90282,0.071,0.0149,0.0037,0.66911,0.00241,0.00018,3e-05,2.71925,6.07458,53.2284,3.04318,0.00018009,0.00018009,0.00018009
2,101.604,2.56209,4.49231,5.926,2.68993,0.02222,0.01083,0.01448,0.0054,0.01494,0.0358,0.01039,0.00335,nan,nan,nan,nan,0.000352323,0.000352323,0.000352323
3,133.14,2.50491,4.28345,3.91192,2.70686,0.00077,0.02853,0.00115,0.00021,7e-05,0.00403,5e-05,1e-05,4.10829,17.3361,inf,4.79131,0.000509764,0.000509764,0.000509764
4,163.972,2.53526,4.32114,3.80789,2.69434,0.3372,0.02576,0.00158,0.00037,0.33618,0.00725,0.00073,0.00014,3.17617,4.48134,236.489,4.05526,0.00058776,0.00058776,0.00058776
5,194.727,2.31826,4.04429,3.44291,2.55404,0.34325,0.05834,0.00465,0.00114,0.33501,0.00361,0.00031,4e-05,3.14146,6.31759,10.331,4.00757,0.000561347,0.000561347,0.000561347
6,225.794,2.21468,3.97066,3.40077,2.48116,0.23872,0.07105,0.00999,0.00247,0.24089,0.04978,0.00742,0.00141,2.94974,4.50279,4.54823,3.64363,0.000534934,0.000534934,0.000534934
7,257.111,2.09777,3.81348,3.30828,2.38023,0.59763,0.04452,0.04663,0.01417,0.58572,0.0349,0.02594,0.00579,2.23449,4.24389,6.9396,2.87922,0.000508521,0.000508521,0.000508521
8,289.085,2.08729,3.6211,3.00444,2.35596,0.3588,0.09431,0.02377,0.00684,0.35585,0.07946,0.02015,0.00479,2.30799,3.98512,5.04485,2.98066,0.000482108,0.000482108,0.000482108
9,319.94,2.01912,3.48667,2.90758,2.29971,0.7228,0.06217,0.06525,0.01952,0.71949,0.05897,0.06203,0.01688,2.08288,3.28525,2.92717,2.51172,0.000455694,0.000455694,0.000455694
10,351.233,1.93339,3.3258,2.84608,2.24292,0.63297,0.09793,0.08375,0.04039,0.64362,0.10306,0.08355,0.03561,1.96883,3.08274,2.24195,2.3662,0.000429281,0.000429281,0.000429281
11,382.398,1.88361,3.2842,2.7617,2.21848,0.80095,0.10194,0.07899,0.03446,0.77239,0.09627,0.06858,0.02819,2.01973,3.31136,2.76548,2.4097,0.000402868,0.000402868,0.000402868
12,413.129,1.77924,3.19176,2.54121,2.12411,0.71768,0.08945,0.07958,0.03802,0.71996,0.08431,0.07784,0.03841,1.74742,2.76186,2.6243,2.1826,0.000376455,0.000376455,0.000376455
13,443.822,1.73902,3.20879,2.44348,2.07117,0.87865,0.15554,0.1251,0.06886,0.90133,0.12673,0.13376,0.06303,1.66102,2.71701,2.00519,2.07913,0.000350042,0.000350042,0.000350042
14,475.016,1.76295,3.09049,2.37571,2.09222,0.87924,0.15363,0.14257,0.07628,0.8829,0.15502,0.13982,0.07402,1.64802,2.71388,1.77094,2.07116,0.000323628,0.000323628,0.000323628
15,506.06,1.73906,3.1374,2.40989,2.12696,0.87232,0.15783,0.14405,0.084,0.87848,0.16226,0.14759,0.07906,1.56546,2.62124,1.75212,1.98244,0.000297215,0.000297215,0.000297215
16,538.036,1.66794,3.10485,2.49187,2.11787,0.90515,0.17113,0.16006,0.08877,0.90636,0.16954,0.15833,0.08992,1.61953,2.4841,1.64608,2.02959,0.000270802,0.000270802,0.000270802
17,569.135,1.63161,3.05506,2.28086,2.10253,0.90017,0.16385,0.16045,0.09319,0.90382,0.16588,0.16012,0.0897,1.57561,2.46659,1.65166,2.03729,0.000244389,0.000244389,0.000244389
18,599.975,1.60015,3.03152,2.25391,2.10072,0.91504,0.15946,0.15883,0.0965,0.92239,0.16135,0.16145,0.09092,1.46849,2.47079,1.59399,1.93382,0.000217976,0.000217976,0.000217976
19,630.736,1.58562,2.95991,2.14011,2.05304,0.90714,0.16957,0.16039,0.09406,0.91698,0.16468,0.16615,0.08691,1.54888,2.45835,1.57389,2.01505,0.000191562,0.000191562,0.000191562
20,660.86,1.56739,2.97462,2.12302,2.00727,0.92331,0.17196,0.16773,0.10238,0.92738,0.16794,0.17245,0.0937,1.45899,2.44182,1.54101,1.86834,0.000165149,0.000165149,0.000165149
21,691.696,1.56486,2.939,2.07979,2.00313,0.93037,0.1715,0.18966,0.11726,0.93707,0.17795,0.18678,0.10765,1.35822,2.36451,1.48734,1.8095,0.000138736,0.000138736,0.000138736
22,722.581,1.48322,2.88509,2.00567,1.92617,0.93221,0.16789,0.19496,0.11024,0.94489,0.17543,0.18928,0.10616,1.48187,2.33937,1.49965,1.91273,0.000112323,0.000112323,0.000112323
23,752.664,1.46175,2.83961,2.03249,1.91276,0.93086,0.17474,0.17994,0.11043,0.95055,0.17134,0.18746,0.10636,1.40995,2.29997,1.46564,1.83466,8.59096e-05,8.59096e-05,8.59096e-05
24,782.78,1.44422,2.98676,1.99875,1.89352,0.93131,0.17467,0.18857,0.11231,0.93963,0.176,0.18249,0.10643,1.38516,2.30037,1.44169,1.82307,5.94964e-05,5.94964e-05,5.94964e-05
25,812.724,1.42142,2.83949,1.96944,1.86507,0.93635,0.17956,0.19423,0.11474,0.94143,0.17514,0.18319,0.10862,1.3465,2.28922,1.41516,1.79505,3.30832e-05,3.30832e-05,3.30832e-05
